traffic,cpu,memory,utilization
2971,14,6,0.2199730302468739
462,3,30,0.12291260665553805
3554,7,37,0.5039310187000033
2898,2,13,0.95
4720,11,59,0.42371909560014365
3553,11,23,0.32735492190772797
3355,12,60,0.20183781319230557
1317,8,47,0.14749605605085833
1585,9,40,0.21346744942384027
2203,8,3,0.25392378266790405
2636,8,15,0.2251889962952036
1955,8,11,0.20809207055938214
4917,14,61,0.33350560913285165
1307,7,49,0.08267598076038915
1548,2,4,0.5965421735066133
1607,8,60,0.0963408256944676
1103,5,9,0.2075863313194959
1025,6,56,0.22033117300481025
183,4,61,0.05
3842,1,18,0.95
4027,13,5,0.22632875704991207
1642,5,22,0.35908319307822534
1085,3,31,0.31228113694586435
4331,9,20,0.44377475366694136
1008,4,16,0.27962499995279877
3008,10,21,0.259466439965198
4785,2,59,0.95
2837,4,43,0.5850974939199
2686,3,31,0.7566306407711658
1243,3,11,0.28658629709731737
1431,5,24,0.14410062651587163
3448,1,25,0.95
1653,5,13,0.34204735760226046
2442,8,10,0.19597849516412358
1906,15,16,0.24621623339560406
2200,15,30,0.1938069605259007
905,10,19,0.12120941871438896
4247,12,21,0.21761935660380655
2875,9,2,0.33651910973028787
171,12,4,0.05
127,1,9,0.05
568,14,40,0.05
4083,2,32,0.95
863,2,48,0.3196735438653161
1524,6,9,0.18161397821099096
2348,1,16,0.95
3932,11,60,0.2876537876349035
4160,1,23,0.95
4170,2,33,0.95
1775,15,6,0.18088245246727325
659,12,45,0.061554410015356664
4574,13,45,0.21021196504106143
3931,4,59,0.8766840259533016
2018,2,10,0.7987867633807784
178,4,54,0.09416048165174018
3747,3,42,0.95
1131,3,16,0.2733036681111641
2172,15,48,0.09977542995181483
4645,9,62,0.45290772884203234
1584,8,53,0.1785774416703092
2345,12,45,0.21056897720483675
1650,12,38,0.1362214843041548
4885,10,34,0.4070769685897807
4782,9,23,0.4479476911653026
1929,1,52,0.95
3851,12,12,0.29380353797403524
4822,5,59,0.8246436492426474
2131,12,51,0.16082147290082155
4559,12,7,0.43170932985408195
3956,4,18,0.8431675863659012
2282,11,47,0.23440356638203041
4569,14,45,0.23942044714639202
2194,9,58,0.20367000263958956
4003,14,6,0.13124679479713736
3132,3,40,0.874463426732987
1648,5,60,0.24402562727721205
467,8,59,0.05
164,10,49,0.05
3399,15,58,0.16869936409147285
4949,5,10,0.747659025695263
2135,9,30,0.18748397671946387
2963,2,24,0.95
1976,6,48,0.2955355798949889
4951,5,37,0.839113973614635
2328,9,32,0.15900041474330795
696,7,21,0.05
3706,8,24,0.33924951122951674
2774,7,57,0.34425373150635935
3989,13,8,0.19465960063197513
3606,10,60,0.3719613818631763
1934,10,47,0.10307519510453741
1495,5,63,0.28954268972158637
1686,11,59,0.14110525931772122
211,13,37,0.0887354751729569
552,14,5,0.05
2903,5,25,0.6372254169037809
2731,13,61,0.18456225983981045
2286,11,15,0.23305001226901853
4448,4,26,0.9462912838756165
2104,2,8,0.8235672146270105
1559,14,16,0.0543720013771806
2042,9,45,0.19032976639471566
3593,10,47,0.26080241857113157
1957,10,14,0.1705269069942142
161,12,63,0.05529704520692899
1594,10,20,0.19691618237399156
1280,10,13,0.1901617203768657
2888,3,49,0.799958996877854
1975,11,27,0.12845270202681833
2308,11,49,0.08821380756137143
4736,3,34,0.95
4821,3,16,0.95
205,8,38,0.0839757975855662
1254,6,7,0.18021340627882196
3528,1,60,0.95
4187,12,26,0.2396952144302747
1808,13,54,0.09355019955606567
2923,15,18,0.22086442113810176
4025,14,44,0.2617118507770329
2008,3,60,0.5345390908703154
2149,4,37,0.4811750715760896
4564,13,51,0.29865983680254243
1374,2,53,0.6267496856809417
1045,6,47,0.16948210989644627
4004,10,56,0.3172829706459028
2327,12,10,0.1504659452901539
3896,1,29,0.95
392,1,36,0.2457252514913382
4779,8,4,0.47565724138090376
2322,4,12,0.5514185522541427
4073,15,21,0.24766826564734595
2591,15,24,0.12936092009262143
2575,1,55,0.95
4960,7,31,0.6462601472271063
3829,9,38,0.3240607248253499
527,10,37,0.05
3072,7,45,0.5252919767675973
206,1,57,0.12705226639835226
3719,1,13,0.95
4854,12,37,0.31920039857976457
3433,1,36,0.95
4092,15,56,0.1310129159672637
1325,8,35,0.14255787914835863
4104,7,5,0.45716450612501314
4350,14,25,0.2811195566123751
3468,3,37,0.9215624859393908
995,3,59,0.3393023711499445
4005,12,29,0.2754836186075304
1720,3,40,0.4357475987147328
3963,2,3,0.95
2392,14,44,0.12977059701829602
1485,14,6,0.1568497462348422
3999,4,29,0.8039691383590902
3692,7,14,0.3589942764957068
2533,9,37,0.3215908427650629
2906,3,10,0.7170067826676025
3483,10,40,0.40786700242079776
1401,7,31,0.07471817442281518
858,12,58,0.05
846,15,28,0.05
692,4,62,0.18800413830265938
2986,1,14,0.95
4211,5,43,0.799230467560224
1168,8,40,0.05
3407,3,51,0.8600825681832823
802,10,29,0.11932556598267555
4808,4,19,0.95
204,15,35,0.07236965394599548
1597,3,22,0.4804471483718013
3933,15,2,0.2778690861294073
495,10,46,0.05
3617,14,24,0.20365668794271047
2753,14,35,0.16552161971434945
3391,8,37,0.34806165171947767
2110,10,10,0.20231661407498458
3981,8,9,0.41341915018358416
2088,14,59,0.10204506424007326
4637,4,51,0.9084887157684073
1768,11,31,0.12672648705427844
4862,2,49,0.95
1151,12,37,0.0752228482085637
2941,3,37,0.833197108067698
4823,3,19,0.95
3684,4,3,0.8048450541047689
447,11,54,0.085339531670231
1363,13,12,0.062291950370636534
4765,2,53,0.95
2842,2,57,0.95
2173,3,37,0.5531575660063732
3248,12,32,0.17016770402105164
1451,1,32,0.95
2921,8,25,0.30337717297141525
3927,6,47,0.5179535516425193
769,3,22,0.2422192235106124
4913,1,33,0.95
2746,3,50,0.7852753330583156
366,1,63,0.278038808219533
1538,3,31,0.506669270704692
2793,4,58,0.6274826081797404
1122,6,9,0.16214537746302266
2137,7,34,0.2523432982348693
664,7,61,0.053287627020770806
1159,9,52,0.05
1524,8,52,0.16428611135681317
4223,13,54,0.3275171591781978
319,4,40,0.05
505,6,2,0.05
1737,11,34,0.13678540420692578
2418,1,43,0.95
1859,8,14,0.15710126845501698
1774,6,23,0.2243283327620254
891,2,63,0.3774558489925394
3682,8,6,0.4866262379532219
1409,4,13,0.29114921770936225
3933,9,61,0.3832563790339849
4512,4,30,0.9362282799477999
1430,1,4,0.95
4546,7,62,0.5487437904939089
610,10,52,0.09918152172348565
2672,5,37,0.5296559142826575
4029,10,48,0.3282933497757826
591,11,46,0.05
1717,12,12,0.23784716478543072
2156,5,27,0.4445048809098313
1620,4,3,0.35507234760276685
1683,6,30,0.2967262691166284
1675,1,42,0.95
4046,3,30,0.95
1861,11,45,0.18993837086899015
2091,12,37,0.15425134046354472
3279,7,59,0.4008607372390919
3426,11,20,0.3003437881717611
1146,8,11,0.20777393612890155
2992,12,12,0.2360329200739278
2713,9,8,0.29859831039288937
3992,1,14,0.95
4244,4,42,0.95
561,2,45,0.26463150038705563
4531,2,62,0.95
1481,1,3,0.95
1245,5,31,0.24241883136775344
3615,2,23,0.95
4554,4,54,0.95
292,9,2,0.05
3634,11,28,0.38338221895575425
855,3,8,0.18492844799995606
1784,15,2,0.12942531967866897
2625,8,59,0.23673369480384462
927,10,26,0.05
989,13,49,0.08973410521132498
4848,6,5,0.7509650136751161
2555,10,31,0.17695687367726307
2433,5,9,0.43755828542568664
210,2,50,0.18025790353106041
4815,11,22,0.4821312383279276
892,13,52,0.05
4783,3,5,0.95
2743,8,61,0.2948155666623918
3514,15,5,0.23481587063849702
1409,12,9,0.09244393463781075
396,12,43,0.06348019901111888
1729,9,27,0.16061547201587378
668,11,30,0.05
4805,11,17,0.3898452885886894
4211,7,20,0.4760463865643556
171,1,2,0.09634807732955192
4465,12,38,0.3137412067338821
4482,12,35,0.27393462781701755
165,13,30,0.05
979,13,28,0.11482227399178048
167,6,49,0.05
1316,7,46,0.09979696560662418
3127,12,31,0.24977713807523372
3339,6,7,0.5219648867250679
3580,10,37,0.27975653627462055
607,11,58,0.11657660115817775
3814,13,40,0.276349049840987
2984,2,3,0.95
1225,13,56,0.05
985,9,43,0.05
2941,3,15,0.8463333995906335
3977,6,9,0.5550223004794327
4970,6,4,0.7049475339996804
2625,8,36,0.29763243125654226
1025,13,28,0.14604189850720717
4315,4,35,0.8690813951905342
2038,15,29,0.20056708078155988
3914,6,32,0.5208297397019246
3462,1,18,0.95
4683,9,20,0.4555911891145353
3332,12,43,0.19424834325302506
3844,9,45,0.3808359852872041
3565,7,60,0.3767234238185776
540,11,56,0.05
3711,13,12,0.2882266809503791
561,1,10,0.5206380418415262
711,3,31,0.12707365019476857
3571,12,58,0.23627393209802006
3263,5,46,0.48957123666665714
105,4,7,0.05450432863293752
4876,5,15,0.8691683586223405
4070,7,32,0.4412886938270998
2958,9,55,0.16538053103822561
2706,1,12,0.95
198,5,6,0.06351854275867218
625,3,32,0.13062311088653913
1280,3,3,0.330832775830751
1789,11,40,0.09706966944552142
1238,2,18,0.5166672614589287
4591,6,39,0.679473150072691
4965,14,47,0.31635298374761256
3171,6,37,0.467967549234233
3027,3,4,0.7770828597113706
2892,1,44,0.95
4878,7,30,0.6398285593017824
114,2,34,0.05
2515,8,15,0.22031517889553937
2785,3,39,0.8053497970524798
3000,1,30,0.95
1336,10,24,0.06156995937531676
4200,9,60,0.42846164932339864
3320,5,18,0.4770457024525412
1707,1,60,0.95
3663,10,50,0.33553423987058956
3397,11,56,0.20180073314244334
2733,6,12,0.42236424754128243
3990,10,29,0.34629702106446697
4364,3,55,0.95
2908,11,8,0.12538121931166757
891,15,46,0.05065903280623449
1099,4,41,0.15055208768772482
251,8,9,0.05
3163,15,42,0.19551386057792766
4699,5,30,0.7969851833598418
2191,12,26,0.051683688376834264
4699,6,8,0.6388334480776643
4182,10,58,0.3721087965432112
4126,4,23,0.8728211716922364
3077,6,10,0.4373121122251604
942,3,12,0.24872836858113148
4546,10,35,0.432561022315008
3893,12,28,0.2787032267330306
2170,1,51,0.95
1759,6,63,0.24650664831570931
697,14,23,0.05
2613,13,4,0.1762186028554112
4235,1,51,0.95
4370,10,49,0.38553099269906305
3703,12,41,0.3521949949401761
1316,3,56,0.36868592105546094
2391,12,9,0.16115789395173669
3911,8,7,0.4525441010113619
1031,7,58,0.1355983810338354
2238,8,26,0.3522034825894965
4102,10,3,0.3397769359116074
3078,10,17,0.2724330981688922
3992,2,59,0.95
4695,10,54,0.318180884132951
3018,7,42,0.39501052628489025
2664,14,52,0.13666055202920493
1863,4,22,0.37296675490439335
2270,1,16,0.95
435,11,57,0.05
1276,3,35,0.342546013901775
3121,5,48,0.5126498144720373
878,14,55,0.05
1285,10,44,0.07244504355182409
3385,8,21,0.38047598083938206
3547,2,45,0.95
4091,2,32,0.95
2570,8,16,0.25292641204640687
1038,14,49,0.08851913835414951
4999,9,63,0.49100866279798205
4106,10,29,0.3576802300983424
2035,13,7,0.11352984263314643
733,13,4,0.06703486607825618
1353,1,39,0.95
1182,14,24,0.066937134375614
2243,2,59,0.8081473221066527
1385,15,4,0.054640357862808166
453,4,54,0.05
1985,12,46,0.24371518723760754
1918,3,45,0.5758316394552131
2620,1,9,0.95
4108,4,3,0.8302693705754701
3122,11,8,0.23256587082349164
2684,13,62,0.10712437860804017
1647,11,18,0.06709182166137692
4118,2,8,0.95
4304,10,34,0.3309192882335339
1468,5,37,0.26719554565387366
3437,1,48,0.95
1857,14,5,0.09068742720557336
1617,8,45,0.20992545579353458
3584,10,17,0.24090873215276296
3785,2,22,0.95
3152,11,19,0.2640956808399423
2796,3,47,0.8037817702564074
290,3,47,0.12291662196001411
1032,4,29,0.1429876055305313
4337,7,44,0.4747182226262767
3338,13,61,0.22902610868293333
2315,9,17,0.23059738420635317
665,3,48,0.2794259830765125
1234,1,23,0.95
843,15,7,0.15367053013959028
772,11,31,0.08435792864597924
3011,10,57,0.3091791688666946
630,15,46,0.06540424058970853
3121,1,59,0.95
661,12,29,0.05
401,11,18,0.05
3867,6,37,0.46088892138836113
4380,5,13,0.648468726738138
609,10,51,0.05
3545,7,60,0.4570350920688567
2303,7,41,0.2412529711059095
2934,3,13,0.8114940179951731
894,7,37,0.09900035377773128
2579,9,63,0.2892352377185977
1623,8,41,0.19029753804547903
4956,3,30,0.95
2294,10,3,0.24949841458952224
2628,5,30,0.3885973439286503
534,13,31,0.05
2138,13,37,0.11660038706877415
1806,14,45,0.16414786343478907
168,8,26,0.0521755570326869
2004,2,22,0.8161108120871087
4059,14,23,0.3375349000565028
3051,14,11,0.2204301895298456
4749,7,32,0.535252423140432
2813,11,48,0.27136944678196656
3469,10,61,0.20998270120557933
4695,10,10,0.40779662982050974
3827,7,42,0.4291064219903044
2504,11,40,0.1863094742571665
3425,12,60,0.2681013865155045
3646,14,35,0.2632850743795044
2403,13,40,0.15963832164433586
3781,8,42,0.38282557263124445
3321,1,51,0.95
4474,8,24,0.3879922722871823
1182,14,13,0.05
545,1,8,0.46248136353283187
4950,3,33,0.95
1692,9,20,0.05
2875,4,23,0.6516043306714124
3916,10,57,0.3958452934017883
3153,13,17,0.2112015215625491
1690,9,59,0.2335048392022291
2331,1,9,0.95
1661,8,31,0.11019668886636719
4372,3,52,0.95
3746,11,7,0.3640233697419334
3338,7,3,0.3667238480707944
1700,2,63,0.7293138626048549
2156,13,35,0.16537469957566195
4431,7,30,0.5862750514635076
809,7,41,0.05
3071,9,60,0.3536035803189898
2832,2,43,0.95
893,8,54,0.16881194363542484
3199,5,54,0.5149805621438793
2955,10,44,0.22827964554459745
126,9,53,0.050185195982528776
3367,8,60,0.41591870427289235
184,3,59,0.05
3201,3,21,0.8750631663985682
1222,11,57,0.06218176972177084
111,12,4,0.05
1848,10,60,0.17882904232508093
3209,8,49,0.3297219913383146
1976,9,36,0.2458711126250575
2719,2,9,0.95
279,3,52,0.11515282847055607
896,14,13,0.08891050588220621
3913,14,51,0.21884413447816167
2124,8,46,0.20850597042120017
3317,2,44,0.95
986,8,33,0.06809748478674124
2568,5,30,0.4098148524113847
3487,6,46,0.4190642088929446
1619,14,22,0.05091399772879222
2532,10,60,0.15926977624810443
4966,15,4,0.22902016552534848
1016,12,39,0.05
2170,4,28,0.36951558949256236
4076,3,56,0.95
1881,8,4,0.18886952953900427
438,9,58,0.10284602336429796
1616,15,59,0.14210537837130516
2970,13,2,0.16725342210685634
3682,15,47,0.15823913532159314
1014,8,56,0.11321406015409714
3390,9,21,0.2916896770249623
4670,1,8,0.95
1546,5,58,0.15824357675951256
1479,12,42,0.11954792922763795
1583,7,2,0.26795016485703727
2174,8,11,0.20658496736211387
900,14,46,0.08424893161803475
1346,11,13,0.05
2837,2,5,0.95
3595,12,8,0.20575904759521332
4934,11,11,0.45042986048562733
3357,14,23,0.2979132281653126
3977,4,26,0.803985760105305
1081,7,30,0.19375701114735322
2576,5,40,0.45852068904730436
2188,1,16,0.95
3052,13,20,0.27517757945850374
1111,14,40,0.05
3564,2,59,0.95
2850,5,47,0.4237575153340702
2226,6,54,0.35354585931831306
4912,1,47,0.95
3961,12,19,0.26784216861051524
2691,3,43,0.7301583215670485
1573,6,4,0.19227505720419047
2621,6,7,0.35266224843604743
1265,7,62,0.12966461741398372
3422,10,23,0.3644232692412349
709,12,56,0.07131701480699404
2283,14,55,0.1403572382606013
2631,14,42,0.13587309470897685
2961,3,47,0.7597712654019325
4750,1,54,0.95
1755,13,32,0.11134878539667234
1855,7,22,0.2177371392004373
145,12,57,0.05
1359,11,9,0.17608122226096135
4738,3,2,0.95
3332,5,4,0.6258377068861679
1551,4,30,0.31296939499329546
2218,12,55,0.16399774378406717
2667,15,7,0.14318723626658877
2092,1,34,0.95
3223,12,19,0.1818019639540561
2440,7,43,0.33029643714234563
1588,14,56,0.18170231428123684
1673,13,50,0.1020595199774532
2527,4,59,0.3817349484294791
1866,1,54,0.95
3649,11,2,0.25486543834716674
2409,6,23,0.3544327920542706
4775,4,32,0.95
2504,13,24,0.15542863715351168
1542,4,9,0.29922110011135306
4893,15,30,0.30513058643909785
2076,2,45,0.8567970098637844
4073,1,52,0.95
2590,3,47,0.6952518630001701
825,10,63,0.15058126522881093
3903,5,20,0.6599587953682977
4481,12,60,0.37009360074981246
3927,9,50,0.3823021219480787
4765,14,61,0.33964756874499347
3719,15,17,0.24915585179016442
2987,7,20,0.3977785148718064
597,4,38,0.14762484303008755
4076,8,23,0.3483362407508556
804,12,20,0.05
4757,4,5,0.9397735104762429
4227,6,6,0.6459118958498136
3781,12,6,0.2950932173922826
4238,1,26,0.95
2016,14,25,0.19293431508019573
1474,6,2,0.2551652017811464
1945,10,51,0.1884804499620932
4754,5,29,0.8282201206150902
1536,14,48,0.12118410663584749
3190,2,22,0.95
1470,1,61,0.95
2028,13,20,0.15727319407914975
1736,6,24,0.23955157495874307
191,11,15,0.05
1943,2,60,0.7237051368504405
284,9,7,0.05
4923,9,33,0.5021118312118564
1671,1,51,0.95
931,15,33,0.05
4540,5,9,0.794419918954366
2225,8,38,0.1663200239896945
4362,4,23,0.8992537556790675
363,3,9,0.14154558569822928
1386,5,62,0.21477895929745472
1629,5,39,0.20196037932856986
1908,8,11,0.06805200533285133
1977,6,4,0.2272960928965279
1849,15,14,0.08104900472621414
2009,2,40,0.856965822516472
2723,11,31,0.17627216806096607
1297,1,5,0.95
2578,13,46,0.13940606637613873
4963,3,7,0.95
2610,2,17,0.95
200,4,23,0.05429592400263042
3187,3,28,0.8378802082398851
2019,15,22,0.05
2391,15,30,0.13910559963486654
3420,9,2,0.3893899717985174
204,15,31,0.05
793,5,25,0.2599243659634871
3340,4,14,0.6669872478997793
3591,10,31,0.32565412754365836
3492,9,27,0.24830989718246554
2368,4,35,0.40520481468265007
3883,6,21,0.5302201822858454
3612,14,62,0.27324778211369405
989,10,61,0.16656202284895522
889,1,52,0.7436259038819477
4748,15,7,0.21855413179657468
758,13,44,0.05
1118,2,50,0.4356842178004161
2053,15,10,0.11131224716058606
1290,4,38,0.2393844910303201
3806,9,38,0.2621027085031155
3757,6,17,0.5212575980282153
4946,6,5,0.6688855000357217
2396,11,33,0.20372122558249928
874,9,21,0.05
2911,12,30,0.18253287247447814
1480,4,32,0.3080454153846013
3282,3,46,0.9289513588129286
4887,7,18,0.5565519323313584
4914,12,42,0.3015028806652834
4429,15,26,0.18953605503084825
3197,7,46,0.3830543593262234
1504,9,17,0.11844667740567005
3901,15,21,0.2999111727129914
1469,6,43,0.19283577024854218
2164,2,11,0.9069179158239523
2392,6,53,0.3768759471421822
2865,15,61,0.21000729801910725
2917,8,49,0.2799083994144535
816,6,24,0.2056731205404994
4140,9,53,0.48814251481486826
1811,15,34,0.08205346978731858
1325,4,44,0.2745143572379187
108,3,14,0.05
697,11,26,0.05
4218,5,51,0.698295102754059
1708,3,38,0.42309237328383054
3131,11,37,0.23206510310383272
3767,12,25,0.2518746236305222
2346,2,7,0.95
3726,2,16,0.95
4171,4,56,0.8646746717112593
2922,3,35,0.8744913757577836
191,9,5,0.05
950,14,15,0.05
1207,7,5,0.10698355887773392
399,6,29,0.1295519719295794
2443,10,30,0.19271263787118065
1577,12,19,0.09924504715481548
1182,8,59,0.18718883323899685
3056,9,21,0.20555779893947224
3018,3,49,0.786023344323418
1465,12,42,0.09434844383058034
2900,10,33,0.2125661955721746
3636,7,9,0.4760615034185204
4051,9,44,0.3032350439666998
2209,1,47,0.95
875,10,50,0.05
1552,9,14,0.15657338148338115
1781,14,41,0.15000889266966255
2403,7,47,0.379580762171967
1951,10,44,0.08744821666740685
1997,14,10,0.12399283275738106
3518,4,41,0.7805085471843798
3697,13,47,0.24048176577768388
1427,15,48,0.09831835677658093
714,11,59,0.05
344,12,34,0.05
856,6,57,0.08006798325066208
923,11,13,0.10026536432614289
2927,11,38,0.3143463495525846
3907,6,26,0.5504992266256912
2879,6,47,0.4028851496230851
1946,15,26,0.05
1340,2,55,0.5548543402123848
4711,5,17,0.8135441683820465
573,7,52,0.05
4231,6,61,0.5957423938356261
3349,3,17,0.9295171033441875
1892,11,40,0.05
1834,12,36,0.14824697251601668
4042,5,24,0.6524601319816987
1044,13,9,0.07324196727019645
1611,8,54,0.18375092777223598
4181,11,54,0.2788386105498735
4626,5,47,0.788217335696682
958,12,53,0.05
3660,10,4,0.31194154045449757
329,3,61,0.058999445078619345
2517,9,25,0.28705098921883626
277,11,44,0.05545339368549261
4028,3,23,0.95
2715,2,15,0.95
1713,6,23,0.21707476655885058
2940,8,35,0.3171446494881477
3047,6,37,0.38080187403670374
1874,1,32,0.95
3971,8,22,0.4076050006289736
181,1,60,0.11710884276352244
945,9,59,0.09895699728654136
2909,8,6,0.21598171587511855
1316,6,20,0.13228515032177657
4813,15,43,0.25266617826640064
3360,2,54,0.95
3245,13,22,0.21383965933272728
2363,9,3,0.19173269556157063
2437,8,54,0.283113766671674
544,13,4,0.05
1022,4,48,0.19951929329451398
4388,2,52,0.95
4484,13,54,0.31623975301965307
2730,14,58,0.22620495066789234
1267,15,31,0.18303831757701433
4063,6,35,0.5336806922946509
3541,1,26,0.95
3612,7,36,0.3894407871996232
995,1,30,0.7742355525623213
3822,15,13,0.233918141680222
2160,13,24,0.1399354677782916
3134,6,29,0.4152862833011681
2487,5,47,0.44318954599658
1997,12,18,0.1205460864268078
1899,10,17,0.08300462725030248
4507,14,50,0.30215594590791894
2880,3,57,0.7657334414775844
1227,6,10,0.20795157244406529
438,4,4,0.10928551571583785
4554,14,23,0.1396911682487728
1272,12,32,0.07362837688386809
2908,6,15,0.35669948845901145
4963,4,4,0.95
3129,15,39,0.1454178879190586
2189,1,24,0.95
4397,5,22,0.7360806357541427
3117,8,52,0.29587309641882453
4659,6,25,0.6721448900691905
548,10,33,0.08987337921177457
4993,9,46,0.4032236950782685
893,4,6,0.10953844259434797
536,10,34,0.05
4726,9,45,0.4174032962963876
4760,8,48,0.5198930320774687
1720,3,58,0.5173441939597232
3601,14,20,0.13122678881673705
3019,6,35,0.40055444898193365
4408,4,4,0.8403837134654273
1048,1,40,0.8054516749636618
4044,9,29,0.2904299824197634
1227,4,12,0.23658352290195755
291,11,61,0.05
4112,14,11,0.2114391801317439
3860,5,41,0.5999718410625577
3830,3,3,0.95
1503,4,47,0.3130588473889341
2090,13,46,0.13003192953682557
1204,9,40,0.050171707135298685
4900,15,28,0.27028164062383336
648,7,54,0.0559095087022555
3548,8,10,0.3925036152908298
1961,3,40,0.511362495405615
4349,15,2,0.27071215191728937
670,3,34,0.13726542415081847
1884,15,39,0.05823586430244129
2387,14,58,0.13660253358218552
2521,7,34,0.21389396381576337
4072,8,49,0.380122977960348
904,14,4,0.11107791123024532
898,5,33,0.1829757008257318
3375,1,14,0.95
710,3,22,0.3147606336376201
1906,5,5,0.3093086715918075
4338,3,18,0.95
3360,15,43,0.2590823514148192
4467,14,5,0.28213201573138885
3471,1,21,0.95
2573,7,60,0.34107602456369174
2193,1,13,0.95
2242,10,27,0.15041065817634763
4101,13,46,0.25210773392621566
3180,6,37,0.4485972194238582
4654,6,17,0.6536649544500226
1532,14,52,0.05
2617,7,8,0.3264314095692187
2957,12,34,0.18721781078233332
605,11,49,0.06952721547360004
1196,1,3,0.95
4279,11,34,0.28335554366047916
4254,3,15,0.95
1144,12,21,0.08874409901556282
2304,9,38,0.24992764234319428
4002,2,28,0.95
1452,14,48,0.08817290831820015
1696,5,43,0.3633444893363722
675,3,22,0.22861912421009611
779,12,3,0.05
4398,12,44,0.398829019062419
3812,13,17,0.2678403257318476
3928,5,20,0.7418140471131456
1229,7,5,0.20241993037279896
4004,1,11,0.95
3293,3,55,0.95
417,11,23,0.05
3796,13,13,0.2836852372284839
4601,6,3,0.594064911501185
3096,7,3,0.41449668927286887
3694,10,42,0.39297952228720734
3309,3,45,0.8776414477092757
2642,4,35,0.5874020568974756
778,6,19,0.1401690838974069
1989,5,17,0.365124738336684
1743,11,20,0.07293243386094839
934,9,48,0.06288634585564626
2341,13,26,0.16621422488410084
2455,12,31,0.15222820235577905
1768,1,49,0.95
2653,15,7,0.1956028335105936
380,13,28,0.05
2862,5,16,0.4754100694199614
4803,11,32,0.47582427501572644
4678,1,45,0.95
1346,8,23,0.14249773206345098
1872,7,13,0.24290210105981203
2264,5,11,0.3917837634511412
291,6,22,0.05
2935,4,48,0.6284676663061453
2765,9,56,0.31322902608678016
2663,14,60,0.15456437037935883
406,3,32,0.15019894357131727
631,2,37,0.2891637761585683
4317,7,11,0.5465998171636313
2796,13,59,0.12654922270596378
4787,2,20,0.95
158,13,24,0.09616951628445967
1673,6,47,0.2311640880287398
1240,11,11,0.08092084244948508
1910,8,50,0.24026308993515064
3298,3,55,0.95
3576,3,62,0.95
4594,3,60,0.95
2662,1,28,0.95
2952,9,44,0.3703370985366863
1041,5,51,0.13307569825338716
4723,9,3,0.368106736667831
1874,5,12,0.35174243973423036
1521,7,9,0.20255412907929166
535,1,20,0.4252404257759151
939,9,58,0.05469193608825542
4101,1,17,0.95
4555,15,5,0.30371493197122007
2781,4,15,0.6267955898962623
1750,7,23,0.21957356736117514
1345,11,18,0.07810401804276347
2361,15,44,0.05
1015,12,59,0.09302005659140684
2739,9,27,0.28711503424180096
3989,1,36,0.95
4581,12,37,0.43475759930411645
1426,14,54,0.05
3458,13,46,0.29561953176099043
1685,11,50,0.16578064273643986
3468,15,31,0.18352141815545767
488,13,53,0.05
2891,6,22,0.4711108690288054
3432,11,21,0.2627965571435078
803,10,43,0.15712532033096144
2920,11,27,0.22460820751851973
1159,15,56,0.1369938550256246
4274,5,57,0.6409632067907487
1398,3,13,0.32110067412270704
1401,10,9,0.09661948824859352
773,2,36,0.2137200704733179
2459,1,30,0.95
4399,15,54,0.20636971822888467
4212,2,43,0.95
4671,12,57,0.2275803487448586
3682,13,8,0.2936393902466212
1116,4,63,0.23677796653112207
309,6,58,0.08836722778121554
598,12,62,0.05
528,5,11,0.05
3739,14,40,0.2886149686981059
3251,4,51,0.7147413663244324
2205,8,21,0.2776797972924463
1653,12,29,0.12106644912265328
3306,7,15,0.4854629747882307
2669,14,13,0.28490018903864045
2728,4,9,0.6371498733185424
1976,10,58,0.09393911940032548
1167,13,8,0.08748140648353037
1606,13,6,0.06952513090833104
3113,5,2,0.45138544104119477
1767,12,48,0.11661337050165325
4688,10,10,0.44827675710768167
4800,5,45,0.7783586153097561
4166,3,55,0.95
1047,13,19,0.05189508259289449
4489,9,44,0.5200272612496987
1271,11,43,0.12262189475194707
271,5,11,0.05
4726,12,51,0.41565719592922534
1243,13,59,0.08629627999038203
1959,10,2,0.12133252477371821
2288,2,61,0.9289189880606636
2593,13,21,0.12536119012638453
3677,15,59,0.19778050461862293
288,4,44,0.05686465261457818
4176,12,30,0.2999806906226677
257,4,3,0.05
2817,5,27,0.5003837573487425
2070,8,12,0.2958507663493693
345,5,26,0.05
3003,1,35,0.95
2895,2,60,0.95
3924,15,42,0.21043800328147494
2477,3,2,0.7251453495626469
949,3,63,0.2886672595890283
1910,10,56,0.19151371019443422
4086,6,32,0.533061049911917
2226,9,39,0.15617344982496648
4364,10,23,0.2582622319262399
3130,1,3,0.95
2407,6,48,0.2889954694862983
3176,9,2,0.2654757888871786
2444,4,59,0.504286222139992
719,10,57,0.05
3002,3,25,0.9063507442662532
2507,13,51,0.1469564282043167
4552,6,37,0.6596874505752441
3104,6,62,0.4754450120758726
4014,13,46,0.16785094908034598
2586,2,37,0.95
3502,15,48,0.2369785408083637
3696,5,35,0.5664948632395493
1777,1,60,0.95
4139,13,10,0.2212578969850773
1404,9,13,0.15044311224284762
4193,9,47,0.3611466637173843
2063,3,21,0.5775330622454328
3407,5,5,0.6322587460861004
1461,15,16,0.11701224150906618
4394,3,5,0.95
1887,7,6,0.25144121030795574
1173,13,11,0.09527568421663715
