traffic,cpu,memory,optimal_cpu
4049,8,30,4
4003,11,4,4
3998,7,51,5
1435,3,40,3
406,9,8,1
1497,4,5,2
1827,15,50,3
2915,1,49,4
2659,10,56,4
998,13,6,1
2124,13,63,3
2120,5,28,2
571,11,60,2
525,11,35,2
793,6,25,1
272,11,50,2
3287,7,7,3
2484,5,6,3
3936,12,10,4
2558,12,63,4
2569,1,19,3
167,2,33,2
2051,2,8,2
2564,4,4,3
4951,12,6,5
4545,4,9,4
2433,3,53,4
3429,9,43,4
1830,7,49,3
1509,6,39,3
2259,5,26,2
148,7,60,2
1896,1,38,3
706,15,43,2
2223,11,49,3
3303,15,35,4
1093,4,41,2
3624,13,16,4
2890,5,4,3
1759,7,58,3
2888,13,62,4
2657,5,50,4
3326,11,4,3
669,11,53,2
1798,6,34,3
1911,9,47,3
1922,5,63,3
2471,3,7,3
1410,12,46,3
4007,8,27,4
1241,6,31,2
222,13,61,2
2050,15,58,3
1718,10,37,3
4629,5,32,5
696,13,29,1
4912,2,34,6
3807,9,12,4
3678,15,20,4
3543,9,10,3
4904,12,31,5
1325,7,52,3
1372,13,32,3
3880,13,13,4
4873,2,13,5
1480,15,53,3
4459,15,26,4
3645,6,4,4
733,14,6,1
1681,7,7,2
568,13,16,1
4529,8,58,5
2191,6,13,2
2627,12,62,4
1694,14,32,3
4898,9,28,5
2564,4,35,4
4832,14,34,6
2238,4,57,3
4458,3,47,5
182,6,27,1
4512,3,33,5
2632,15,31,3
3587,4,57,4
1086,3,19,1
4018,4,47,5
883,8,9,1
2780,12,41,4
1062,14,29,1
1056,12,50,2
944,14,18,1
261,13,20,1
4631,10,51,5
903,8,27,1
1721,7,28,2
1519,4,50,3
2280,13,27,2
3867,14,32,5
4773,3,9,4
1812,6,19,2
571,8,4,1
2939,13,20,3
111,1,9,1
3132,13,45,4
4621,6,5,4
2825,7,62,4
3039,9,43,4
4940,15,45,6
2472,3,26,3
1674,14,33,3
2134,4,35,3
2742,3,25,3
2187,5,45,3
3993,2,45,5
4248,10,21,4
1797,12,50,3
2086,8,24,2
1197,8,18,1
263,7,62,2
256,15,62,2
2855,9,44,4
414,10,46,2
4742,10,11,4
4188,10,3,4
3256,8,3,3
264,7,45,2
3452,6,52,4
3950,14,14,4
4191,7,59,5
4780,11,51,5
553,1,37,2
3733,9,16,4
966,1,47,2
1287,14,61,3
4670,7,32,5
1187,15,4,1
4922,10,63,6
431,3,3,1
2895,2,57,4
1848,14,23,2
4052,3,24,4
3446,2,34,4
4211,5,20,4
792,3,62,2
524,9,58,2
1637,11,5,2
4877,6,27,5
3197,13,28,3
4299,5,25,4
2235,1,26,2
3785,8,9,4
2120,10,6,2
3107,1,51,4
2296,15,56,3
1104,2,41,2
4242,12,32,5
401,7,9,1
247,6,13,1
3624,15,10,4
4488,8,35,5
3450,8,40,4
3623,9,45,5
684,8,49,2
1870,4,49,3
3263,10,18,3
2767,4,10,3
4783,9,60,5
4752,9,44,5
2592,5,30,3
1413,7,11,2
3751,9,56,5
4929,12,38,6
1366,8,21,2
3628,7,16,4
4461,3,51,5
2868,5,21,3
3326,11,45,4
1784,7,3,2
4473,9,53,5
3966,1,26,4
3151,1,39,4
4000,7,42,5
3266,14,26,3
2551,6,50,4
2238,5,43,3
2528,2,4,3
1677,15,58,3
4988,14,27,5
3406,1,3,3
1379,2,59,3
3392,11,46,4
3211,10,54,4
670,5,25,1
1779,2,4,2
2467,8,29,3
3285,15,14,3
1800,14,2,2
380,2,43,2
2732,1,39,4
1836,6,35,3
2177,12,13,2
3986,13,11,4
3488,2,37,4
4820,4,48,6
244,4,50,2
3995,8,31,4
4439,8,31,4
1792,2,24,2
4248,15,36,5
1159,4,38,2
428,1,16,1
2634,11,18,3
1487,5,43,3
949,3,5,1
2487,5,2,3
2596,1,6,3
2446,14,59,4
1455,2,30,2
4186,13,34,5
1742,10,47,3
3892,13,8,4
906,11,43,2
1866,6,32,3
346,2,35,2
4400,9,34,5
3730,12,47,5
3912,13,63,5
3466,12,50,4
3528,14,24,3
1713,5,31,2
1043,13,3,1
4518,2,54,5
1566,15,52,3
3256,13,62,4
2978,9,62,4
2079,5,18,2
488,12,2,1
221,2,63,2
1813,13,63,3
4710,4,25,4
2737,5,32,4
1534,14,2,2
1894,15,44,3
4819,6,23,5
2441,10,6,3
766,14,4,1
4170,3,41,5
4012,10,53,5
1515,4,46,3
920,15,53,2
2039,7,57,3
2347,15,7,2
1388,12,32,3
1603,9,24,2
327,7,15,1
1529,6,54,3
776,7,21,1
3078,7,41,4
1804,5,48,3
2520,1,52,4
3357,7,14,3
4224,11,7,4
1168,15,62,2
1807,8,9,2
596,8,16,1
3890,14,44,5
3722,11,39,5
3164,9,23,3
2433,10,31,3
4514,7,32,5
2040,2,52,3
2085,3,18,2
1296,14,41,3
866,7,27,1
308,9,23,1
3309,14,58,4
4442,3,53,5
3119,5,37,4
3349,2,26,3
1280,7,35,3
828,9,34,2
1418,2,52,3
1884,4,38,3
2380,14,37,3
4258,9,43,5
3143,1,3,3
444,14,55,2
1563,12,35,3
1112,9,14,1
1921,2,23,2
2894,3,53,4
1026,10,22,1
948,14,56,2
4194,15,10,4
4599,13,61,5
1569,2,45,3
2056,3,31,2
3685,13,34,5
4610,15,18,4
2814,10,18,3
550,2,41,2
3100,1,14,3
3346,12,62,4
4102,11,14,4
1310,9,49,3
2385,4,10,2
4865,7,13,5
2749,15,33,4
1663,14,20,2
1739,9,57,3
620,13,57,2
4523,1,25,4
2465,15,4,3
779,14,5,1
185,1,32,2
4497,3,58,5
4243,4,40,5
3596,11,38,4
1526,5,37,3
155,1,17,1
2083,2,62,3
1513,2,43,3
1382,15,40,3
2062,14,46,3
2791,6,44,4
1446,8,33,3
4135,3,21,4
4970,5,45,6
3736,7,41,5
4351,8,5,4
4875,8,27,5
2508,8,3,3
708,1,55,2
298,14,24,1
310,1,46,2
4192,2,61,5
2468,5,12,3
3163,3,46,4
1957,12,53,3
822,15,18,1
2728,11,62,4
2011,1,59,3
2305,8,8,2
2159,3,50,3
440,1,5,1
427,7,8,1
1973,15,22,2
3571,2,52,4
3069,8,31,3
3798,5,7,4
1852,6,35,3
2733,11,39,4
2992,8,38,4
1012,12,5,1
2853,2,13,3
1758,10,4,2
575,5,15,1
4240,4,54,5
3149,13,49,4
2592,8,6,3
1498,6,30,2
4319,2,44,5
1607,10,51,3
2102,7,2,2
4237,15,54,5
1509,10,57,3
2326,11,15,2
2961,10,6,3
2016,15,31,2
2444,8,20,3
4606,14,13,4
1300,3,47,3
2388,4,3,2
303,7,62,2
4543,2,26,4
1760,2,56,3
4919,15,61,6
3628,6,43,5
3043,3,45,4
4699,6,19,4
402,10,35,2
2192,13,25,2
1233,15,12,2
912,8,3,1
574,10,17,1
3726,12,16,4
4994,13,21,5
3086,5,36,4
2047,4,49,3
1409,5,55,3
2788,1,46,4
4992,14,62,6
2202,12,54,3
1917,13,8,2
3923,8,27,4
1899,10,37,3
4812,7,15,5
1265,1,25,2
2406,5,56,4
2962,3,60,4
2047,13,51,3
3720,12,47,5
2071,15,46,3
2695,13,27,3
2204,10,32,3
3453,7,48,4
898,7,38,2
2552,11,14,3
4819,13,4,5
996,12,8,1
4943,3,14,5
2903,8,3,3
380,14,20,1
3290,7,18,3
1832,5,37,3
1336,13,29,2
3658,12,7,4
3642,12,54,5
3298,2,6,3
4566,4,51,5
3075,11,16,3
3196,10,16,3
4287,5,2,4
2350,6,58,3
1030,3,44,2
4077,5,25,4
1290,15,55,3
2194,4,13,2
1190,2,46,2
2907,5,23,3
4510,3,24,4
1511,4,17,2
3472,15,47,4
3322,12,47,4
421,10,7,1
2134,2,4,2
3970,15,45,5
3116,2,49,4
3911,1,36,5
2835,14,24,3
4379,7,6,4
879,14,41,2
3619,3,55,5
2510,4,61,4
1391,9,4,2
1648,13,7,2
639,15,3,1
498,15,30,1
4525,13,45,5
2344,6,21,2
4467,4,12,4
357,11,15,1
2924,8,36,4
2777,1,56,4
4854,12,52,6
2816,3,36,4
1596,6,36,3
891,1,55,2
1763,14,62,3
4900,10,37,6
1733,5,34,3
1257,8,25,2
4827,6,54,6
4836,5,59,6
4906,4,26,5
2682,1,10,3
3738,8,52,5
2479,1,40,4
2282,6,34,3
3271,4,20,3
1579,13,23,2
3352,13,63,4
566,7,11,1
4098,3,36,5
3927,9,24,4
1919,13,61,3
2692,8,21,3
4972,1,41,6
1838,1,44,3
3047,7,54,4
932,7,28,1
1313,13,13,2
4662,2,60,5
211,4,23,1
3029,7,50,4
2888,8,57,4
3561,8,41,4
2538,12,42,4
4640,13,52,5
1358,12,63,3
965,6,33,2
2932,13,16,3
4215,12,45,5
597,1,9,1
3953,6,5,4
3747,1,35,5
440,3,14,1
811,10,9,1
4016,5,57,5
1797,5,63,3
2205,7,47,3
4298,13,55,5
4819,7,17,5
2518,8,61,4
1063,11,33,2
3089,10,42,4
1200,5,22,1
623,11,7,1
164,11,57,2
4173,8,16,4
1121,5,56,2
4129,7,9,4
118,3,38,2
696,7,58,2
4114,14,52,5
3976,1,59,5
4709,15,6,4
326,3,25,1
344,8,3,1
3365,15,39,4
2406,15,24,3
599,1,20,1
876,14,35,2
110,3,13,1
4553,2,43,5
2382,10,37,3
1714,15,17,2
2625,1,7,3
2880,6,44,4
1109,3,20,1
1736,7,45,3
1289,15,60,3
3069,7,23,3
4105,7,53,5
1401,4,11,2
2566,3,21,3
3190,5,52,4
3650,1,5,4
2061,10,21,2
3935,3,18,4
4797,13,57,5
4111,14,19,4
1734,6,34,3
3802,8,60,5
1621,15,8,2
4936,3,52,6
1658,2,25,2
337,2,63,2
2962,14,17,3
2460,8,57,4
1041,6,59,2
1839,12,47,3
1957,15,9,2
2490,8,17,3
3752,8,59,5
3815,4,50,5
1758,9,37,3
2233,12,41,3
4371,5,3,4
1742,8,56,3
3693,4,6,4
1855,11,51,3
4584,11,36,5
2522,8,29,3
4327,9,37,5
1903,2,3,2
3893,14,10,4
4798,8,2,4
1253,5,52,3
4793,7,55,5
1998,12,48,3
1677,9,59,3
3121,7,61,4
209,15,45,2
2893,11,2,3
3917,7,25,4
2779,2,48,4
2826,1,19,3
2932,10,41,4
494,14,33,2
1622,1,20,2
4986,7,29,5
1252,9,43,3
473,13,34,2
409,1,23,1
3028,4,15,3
3584,14,19,3
1693,2,19,2
907,4,47,2
3405,6,54,4
1155,5,17,1
4731,5,39,5
3069,8,23,3
4189,3,40,5
411,2,63,2
2082,1,33,3
287,6,50,2
130,3,29,1
2502,1,17,3
1468,14,4,2
4951,9,60,6
1522,11,25,2
989,1,62,2
949,14,22,1
4164,11,18,4
2193,10,25,2
4605,9,36,5
3387,5,13,3
202,8,50,2
1128,10,25,1
3204,10,8,3
1498,12,23,2
4652,2,44,5
2001,7,34,3
2164,9,62,3
3891,5,62,5
4173,5,34,5
2748,15,16,3
2733,7,14,3
1815,5,27,2
3100,12,31,3
4486,8,57,5
3120,12,63,4
786,3,42,2
4686,6,5,4
601,7,26,1
4251,8,32,5
2885,5,47,4
4655,9,52,5
1101,15,37,2
4821,11,44,6
1339,3,34,3
2668,13,12,3
4284,10,22,4
184,12,46,2
4923,3,38,6
1707,6,55,3
3808,2,13,4
4389,1,47,5
1079,9,5,1
661,2,22,1
2785,8,28,3
2919,13,35,4
3907,3,7,4
3721,9,35,5
1358,8,44,3
3525,9,27,3
582,7,56,2
3735,10,54,5
1006,2,22,1
4237,3,57,5
2923,2,61,4
4652,7,53,5
4512,9,7,4
4109,2,47,5
401,3,8,1
342,2,6,1
4645,5,18,4
3473,10,32,4
4021,10,53,5
179,15,19,1
4448,10,61,5
3713,5,11,4
889,6,48,2
3203,10,40,4
3377,7,14,3
3212,7,31,3
3699,12,31,4
2775,15,27,3
2351,10,36,3
3567,12,34,4
3287,2,5,3
4170,12,3,4
2229,3,8,2
4644,9,29,4
4006,6,31,4
2358,1,3,2
3748,12,42,5
4757,4,52,5
579,10,57,2
1147,3,31,1
1465,10,43,3
3775,8,11,4
3273,4,31,3
1923,10,44,3
282,13,12,1
2038,9,36,3
3494,14,39,4
3684,4,39,5
564,3,4,1
143,5,17,1
1248,13,40,3
2546,13,56,4
4311,11,21,4
4125,13,51,5
2251,5,60,3
1719,9,39,3
4617,9,32,5
609,11,29,1
2161,15,55,3
2203,3,55,3
3457,2,63,4
3795,15,14,4
1715,3,34,3
4035,9,52,5
4726,15,35,5
2010,2,24,2
4431,13,59,5
3823,15,57,5
2158,3,39,3
2178,7,11,2
3250,1,34,4
2191,10,51,3
1987,8,27,2
2881,6,56,4
1972,1,23,2
1460,7,2,2
1816,10,2,2
1902,5,4,2
3236,10,6,3
2401,7,50,4
2138,10,20,2
3330,8,55,4
2603,14,62,4
3348,10,3,3
1901,10,29,2
2792,4,55,4
2430,8,51,4
2783,12,54,4
4757,10,62,5
4536,13,19,4
4289,14,56,5
2348,7,5,2
1549,1,31,2
3531,3,30,3
1913,3,14,2
4477,3,26,4
4758,14,19,4
916,1,39,2
995,6,12,1
1722,4,56,3
1515,3,31,2
4230,5,39,5
156,12,29,1
3358,2,47,4
3265,10,26,3
1980,14,57,3
1847,6,21,2
1040,9,59,2
4685,7,16,4
3516,13,50,4
3831,4,13,4
1195,10,48,2
1220,7,59,3
142,5,36,2
3490,1,3,3
4033,5,41,5
2757,9,22,3
4141,8,5,4
4148,7,14,4
411,3,43,2
1999,6,42,3
4251,10,15,4
1497,11,34,3
567,7,35,2
909,13,51,2
2114,4,4,2
1101,5,32,2
2623,11,9,3
2050,6,39,3
4204,2,16,4
3528,11,24,3
4188,10,44,5
2634,6,38,4
4609,14,20,4
189,2,9,1
2014,4,28,2
4041,6,34,5
3393,3,40,4
139,11,30,1
1721,8,58,3
2944,1,8,3
1466,10,23,2
310,7,23,1
3560,10,4,3
1152,3,10,1
3252,8,14,3
230,7,43,2
1695,14,24,2
3687,6,11,4
4800,11,62,5
3769,11,32,5
1667,12,31,2
3569,7,44,4
2736,6,15,3
4783,11,9,4
3318,14,55,4
2190,3,14,2
2986,12,62,4
4036,10,40,5
1159,1,57,2
3976,14,44,5
1266,12,14,2
4894,11,56,6
3957,10,61,5
4621,10,6,4
4819,15,62,6
3029,14,6,3
333,12,30,1
4898,12,62,6
597,12,34,2
4072,3,22,4
4671,1,35,5
3813,11,30,4
884,15,49,2
1672,3,60,3
2389,11,34,3
3323,12,15,3
2448,6,61,4
3161,13,62,4
261,10,44,2
2512,10,62,4
1975,15,56,3
4246,4,2,4
4090,15,39,5
543,7,60,2
2590,9,28,3
1334,9,32,3
875,8,13,1
4517,15,50,5
3702,6,17,4
2788,13,25,3
2689,6,47,4
3394,6,56,4
3552,3,57,4
4005,14,59,5
3760,11,62,5
4365,10,37,5
3960,9,48,5
4634,2,57,5
880,13,29,1
4828,1,29,5
2742,10,11,3
4867,15,41,6
3027,10,14,3
2820,10,56,4
4099,7,45,5
3615,8,15,4
3048,2,8,3
4621,7,60,5
351,15,58,2
3329,1,54,4
1524,2,6,2
197,4,24,1
1157,12,2,1
3122,11,28,3
3171,11,9,3
4038,8,44,5
1098,13,63,2
2128,3,56,3
4763,1,41,5
823,14,61,2
3748,9,57,5
2081,2,51,3
3103,8,49,4
4059,9,44,5
3455,15,34,4
2413,13,53,4
4597,3,44,5
1187,12,27,1
1471,1,43,3
4351,9,11,4
1769,11,11,2
485,7,30,1
4994,1,62,6
124,8,7,1
1916,11,40,3
2496,10,13,3
3079,6,4,3
2848,6,17,3
3624,13,36,5
903,11,5,1
1353,1,14,2
1015,4,8,1
715,4,20,1
3572,1,21,3
2578,9,51,4
141,2,17,1
3686,11,8,4
1768,3,48,3
4775,12,41,5
1659,11,22,2
3227,4,41,4
224,5,29,1
4228,7,22,4
3764,13,29,4
3910,7,10,4
4607,9,24,4
2784,3,53,4
1166,15,13,1
911,6,3,1
3360,9,52,4
2388,2,13,2
2678,1,27,3
4478,10,56,5
3295,13,14,3
4008,2,45,5
3515,6,31,3
1272,10,7,2
2726,8,39,4
4264,12,8,4
3586,5,9,3
4405,4,10,4
3781,15,60,5
480,14,58,2
4341,3,46,5
1683,1,61,3
2519,15,14,3
1297,14,39,3
1467,1,10,2
1210,15,14,2
2111,11,26,2
4991,3,14,5
623,3,39,2
3928,8,53,5
1862,6,2,2
2671,13,35,4
1204,13,23,2
4009,12,54,5
1621,14,4,2
3637,13,62,5
1481,1,21,2
899,3,11,1
445,12,13,1
1806,14,7,2
4802,10,22,5
3213,7,29,3
4301,10,8,4
3308,2,4,3
3073,12,46,4
2298,6,12,2
129,15,43,2
4588,9,18,4
2297,12,59,3
1982,11,58,3
468,12,26,1
2556,10,21,3
3498,12,30,3
1817,11,5,2
3828,7,59,5
2360,11,51,3
3350,2,9,3
1444,4,27,2
3393,7,51,4
1770,6,30,2
3385,3,44,4
4005,1,53,5
1381,2,19,2
1007,10,60,2
1367,2,54,3
3889,14,11,4
1541,6,42,3
2461,3,31,3
1074,9,49,2
798,12,43,2
4767,8,55,5
724,14,36,2
334,3,20,1
2188,9,26,2
1504,13,40,3
3686,8,58,5
2547,8,24,3
635,3,25,1
865,6,26,1
4187,12,27,4
3964,4,53,5
4824,2,62,6
4267,4,22,4
3782,2,45,5
4424,6,37,5
4053,15,22,4
2006,14,15,2
4684,10,35,5
781,12,15,1
1557,4,36,3
3437,7,3,3
2894,7,46,4
889,7,16,1
2555,2,62,4
4834,15,58,6
232,4,32,2
290,8,30,1
4741,5,8,4
2657,12,30,3
913,13,3,1
486,8,49,2
1138,4,38,2
1895,5,47,3
1104,9,48,2
2784,15,20,3
4364,4,44,5
3944,6,23,4
2958,5,7,3
1611,6,16,2
2022,9,42,3
782,3,62,2
4668,1,32,5
1286,1,59,3
4626,13,30,4
1054,11,7,1
1862,9,13,2
1172,11,24,1
1530,3,14,2
1768,6,6,2
2938,12,34,4
388,13,16,1
1401,14,5,2
2820,5,28,3
4186,14,57,5
194,4,29,1
1625,7,17,2
2583,13,15,3
4676,3,48,5
2728,10,37,4
4199,13,11,4
1260,2,51,3
2506,5,3,3
1660,4,56,3
165,4,34,2
3605,5,50,5
3826,4,63,5
229,10,9,1
3904,3,6,4
709,15,9,1
4479,7,32,5
1961,11,32,3
4533,9,57,5
436,5,49,2
1909,1,25,2
2378,2,48,3
2559,13,26,3
1670,15,7,2
2955,2,31,3
2361,1,63,3
1836,11,39,3
4884,12,63,6
1991,1,10,2
4773,10,41,5
2892,9,47,4
671,8,21,1
2427,14,14,3
2013,12,10,2
126,11,10,1
1820,1,50,3
959,4,7,1
655,3,28,1
4498,2,42,5
4343,14,18,4
3890,14,28,4
2433,6,18,3
3072,6,23,3
3447,4,62,4
3968,14,40,5
963,6,55,2
700,2,29,1
3267,3,28,3
1557,13,36,3
1314,3,10,2
2523,1,38,4
428,3,23,1
789,11,29,1
2130,9,5,2
1698,10,43,3
995,13,59,2
719,11,27,1
4327,6,51,5
4306,4,63,5
2134,15,33,3
2332,6,62,3
2609,13,53,4
1603,10,23,2
1364,11,37,3
1832,7,22,2
4246,15,39,5
1939,2,45,3
639,1,34,2
4140,14,28,4
133,8,46,2
2840,2,41,4
1167,10,60,2
1269,12,31,2
876,13,51,2
335,4,18,1
2447,3,35,4
4094,11,7,4
4046,12,60,5
1542,8,56,3
4319,13,26,4
1062,7,6,1
3416,8,57,4
663,13,43,2
973,11,27,1
553,4,15,1
535,11,45,2
2494,7,57,4
957,8,32,2
2490,7,61,4
4147,9,51,5
2454,13,35,4
2647,8,9,3
4477,13,48,5
1223,14,17,2
482,10,52,2
1451,8,59,3
2959,7,63,4
4390,8,45,5
2077,4,22,2
3979,8,46,5
1080,7,5,1
4134,1,35,5
3424,12,29,3
142,9,33,2
3992,2,54,5
2342,11,32,3
3801,10,13,4
2310,11,15,2
2390,6,19,2
3440,12,29,3
4594,6,23,4
2607,4,15,3
1618,13,12,2
2778,14,11,3
2885,12,44,4
3005,7,11,3
1042,3,54,2
940,9,39,2
737,7,61,2
3051,10,14,3
1786,3,22,2
1739,1,57,3
2096,1,39,3
3379,10,51,4
2337,3,39,3
1012,4,34,2
2479,6,47,4
2561,15,21,3
2861,14,54,4
556,4,24,1
1713,2,27,2
4390,1,36,5
2969,9,38,4
1997,9,12,2
4628,4,28,4
3490,13,27,3
4421,3,35,5
1137,14,29,1
4159,2,27,4
3810,9,25,4
1199,1,51,2
3008,3,30,3
4055,5,44,5
1082,10,38,2
4037,13,46,5
3014,5,30,3
844,4,45,2
574,4,27,1
3319,9,16,3
1881,15,16,2
4582,12,12,4
1753,7,41,3
1517,8,43,3
1852,7,42,3
3321,1,24,3
2864,8,61,4
691,7,44,2
4610,15,25,4
2095,12,32,3
4024,7,7,4
3412,6,63,4
120,8,17,1
450,1,11,1
3639,14,18,4
4079,8,39,5
2835,11,32,4
1996,14,63,3
3241,4,58,4
733,3,55,2
303,7,40,2
3471,12,14,3
4575,8,8,4
1687,4,12,2
1489,15,47,3
3475,8,19,3
4655,8,58,5
1423,11,42,3
2119,5,26,2
3933,12,61,5
1998,11,30,2
2333,7,36,3
2447,4,19,3
3934,2,11,4
3995,10,36,5
1061,7,10,1
452,13,27,1
3431,9,8,3
4319,4,54,5
4102,13,13,4
464,2,22,1
3841,6,30,4
2137,9,49,3
819,9,42,2
1166,2,55,2
1637,8,7,2
1322,5,56,3
814,2,17,1
1869,12,52,3
4598,7,54,5
4913,11,14,5
1938,3,20,2
4480,1,21,4
2780,15,56,4
3422,14,13,3
2281,4,50,3
1110,11,7,1
3002,12,7,3
2584,15,57,4
4641,2,39,5
3682,6,34,5
4019,3,7,4
924,11,22,1
4699,10,63,5
3900,2,58,5
1937,14,20,2
4982,10,13,5
2062,9,10,2
2118,15,5,2
4975,11,39,6
786,2,19,1
3766,2,19,4
4221,11,38,5
3606,3,27,4
1154,9,47,2
3175,14,34,4
1514,2,2,2
390,5,3,1
3594,5,12,3
4308,14,45,5
2164,12,34,3
1089,15,6,1
1034,1,44,2
849,15,33,2
3650,13,59,5
4448,14,2,4
540,15,40,2
4940,9,7,5
4736,9,58,5
2776,3,51,4
4853,1,46,6
939,8,42,2
2076,5,27,2
2253,9,13,2
1434,1,30,2
1958,10,27,2
4230,6,37,5
4671,9,62,5
3644,3,3,4
4708,4,63,5
2984,12,41,4
830,3,55,2
3558,8,22,3
1557,10,63,3
699,15,54,2
3397,14,18,3
2564,3,14,3
3527,7,57,4
2588,2,52,4
2733,10,20,3
3054,2,22,3
3204,2,28,3
445,9,63,2
2476,3,48,4
1200,10,39,2
104,1,40,2
1678,3,44,3
2553,7,20,3
2299,1,14,2
1624,8,33,3
3119,6,62,4
1579,1,10,2
2734,12,42,4
1277,3,60,3
3998,1,53,5
2729,8,42,4
1179,13,58,2
1941,1,8,2
3942,10,11,4
2028,15,15,2
1961,9,28,2
904,3,13,1
712,8,63,2
2646,5,13,3
1961,6,38,3
842,10,41,2
2072,9,6,2
1791,7,61,3
4592,13,9,4
3945,3,43,5
1811,15,44,3
1717,13,45,3
637,1,46,2
4987,4,47,6
2701,1,15,3
1260,2,34,3
3036,6,47,4
455,10,31,1
2268,15,25,2
3063,12,32,4
3265,6,47,4
635,9,26,1
2284,10,41,3
4001,5,38,5
3001,9,5,3
3878,3,38,5
1707,6,41,3
2159,9,12,2
4591,14,3,4
2764,4,32,4
3191,7,57,4
4475,2,46,5
2965,4,20,3
2677,5,42,4
2671,5,21,3
284,12,24,1
2176,15,32,3
2022,13,50,3
3151,14,45,4
4713,10,28,4
445,14,9,1
1003,10,45,2
1039,2,21,1
4039,1,44,5
3038,7,30,3
3923,14,36,5
3613,13,9,4
1483,14,25,2
284,3,13,1
2457,9,62,4
3989,8,4,4
441,3,28,1
799,9,7,1
3938,7,49,5
2571,3,52,4
496,11,6,1
4744,7,4,4
1636,15,32,3
2844,9,58,4
2437,12,40,4
1502,6,7,2
4559,1,56,5
3287,11,26,3
3378,1,8,3
2160,9,8,2
4549,14,17,4
4863,5,31,5
4661,11,11,4
3249,8,11,3
2545,14,49,4
2940,13,32,4
1509,12,24,2
2992,3,23,3
4191,15,5,4
1191,14,31,1
3792,2,27,4
4119,14,36,5
169,5,10,1
4250,15,6,4
3408,5,34,4
679,11,15,1
697,6,29,1
1575,10,42,3
3480,3,19,3
3819,1,58,5
826,6,35,2
676,11,9,1
4483,9,25,4
1002,8,55,2
2240,10,2,2
3051,1,16,3
2804,7,6,3
980,8,20,1
4095,13,24,4
3900,9,44,5
4226,6,25,4
1036,14,47,2
1613,13,28,2
269,10,44,2
3599,15,42,4
1046,11,22,1
2444,5,3,3
1124,11,13,1
2140,1,10,2
3157,10,5,3
4521,15,18,4
3648,4,11,4
682,4,61,2
4982,9,34,6
1534,2,62,3
4786,10,57,5
4336,10,47,5
4632,1,48,5
177,1,22,1
745,7,27,1
975,2,14,1
1516,3,23,2
731,3,63,2
3747,7,63,5
3042,10,63,4
2913,3,21,3
2275,7,4,2
1159,9,62,2
1289,8,34,3
3313,9,55,4
4987,15,19,5
1325,13,57,3
2534,15,46,4
4711,1,50,5
4987,11,50,6
3522,1,24,3
2957,6,52,4
4350,11,50,5
2261,15,9,2
3407,15,43,4
697,5,52,2
4598,12,36,5
3570,10,60,4
1827,4,2,2
3029,6,51,4
2199,13,41,3
3216,1,32,4
3726,10,5,4
2735,7,29,3
1766,11,31,2
1963,9,14,2
235,6,8,1
721,10,10,1
1964,2,59,3
555,2,59,2
1070,2,2,1
2634,9,41,4
3289,14,12,3
2278,12,15,2
1129,10,61,2
1733,3,13,2
2693,4,50,4
1219,4,13,2
597,1,49,2
3145,11,3,3
4199,1,58,5
3597,1,45,4
1580,1,45,3
2031,9,49,3
1571,12,38,3
2575,8,53,4
3604,5,56,5
313,5,60,2
4292,2,33,5
1744,2,11,2
379,2,47,2
3073,14,44,4
1314,8,32,3
2161,8,23,2
2312,15,30,2
594,6,40,2
3336,7,63,4
313,10,31,1
4244,2,23,4
3316,11,44,4
1873,14,4,2
2778,6,58,4
4461,5,18,4
3654,6,43,5
3718,4,6,4
1361,8,48,3
2723,10,32,4
994,1,48,2
2167,8,26,2
4681,10,15,4
3789,14,22,4
3990,9,8,4
2063,5,48,3
1667,14,17,2
4929,6,44,6
758,9,9,1
343,14,18,1
2339,7,15,2
1395,13,3,2
4569,8,62,5
468,14,63,2
3413,1,49,4
4129,13,33,5
2671,9,4,3
3708,4,29,4
1008,6,19,1
3707,3,20,4
1157,11,28,1
4190,10,11,4
3188,8,35,4
3496,9,28,3
3388,10,3,3
1182,5,22,1
553,2,24,1
4734,13,20,4
2934,4,8,3
4467,3,29,4
2369,6,51,3
4336,11,42,5
141,13,16,1
3651,10,29,4
3257,2,61,4
4523,15,18,4
4869,1,36,6
2606,1,29,3
3774,4,27,4
3534,14,54,4
624,13,21,1
526,5,44,2
4121,3,48,5
666,1,55,2
3553,11,63,4
4280,10,44,5
2419,15,32,4
3692,1,11,4
2078,6,11,2
2349,7,62,3
4106,9,14,4
4198,8,22,4
3751,5,30,4
2954,13,17,3
3811,13,27,4
1594,15,46,3
1346,14,27,2
3188,6,21,3
3687,13,46,5
4009,14,40,5
4929,5,18,5
2818,2,33,4
3121,4,16,3
182,15,24,1
4228,2,41,5
766,10,39,2
1117,8,52,2
3036,2,19,3
2781,4,15,3
581,2,51,2
3902,5,46,5
4863,3,58,6
1281,13,22,2
337,2,15,1
4941,10,24,5
1855,1,5,2
3335,13,42,4
4981,3,30,5
2476,4,37,4
150,7,29,1
2526,3,59,4
4351,1,24,4
255,6,19,1
2243,8,43,3
3147,9,40,4
115,12,49,2
911,3,15,1
927,9,49,2
2018,9,17,2
1223,6,53,3
1683,4,25,2
4171,4,50,5
1999,8,19,2
2683,4,61,4
4422,9,35,5
2138,5,44,3
3668,10,36,5
783,11,51,2
4135,12,13,4
